index,mean_T3_x,mean_T3_y,mean_T2_x,mean_T2_y,mean_T1_x,mean_T1_y,mean_JAW_x,mean_JAW_y,mean_UL_x,mean_UL_y,mean_LL_x,mean_LL_y,std_T3_x,std_T3_y,std_T2_x,std_T2_y,std_T1_x,std_T1_y,std_JAW_x,std_JAW_y,std_UL_x,std_UL_y,std_LL_x,std_LL_y,tlock,segment_label
0,-0.012271561102373237,0.012137267327796387,-0.00202277820864907,0.011743503166152506,0.016157741633865647,0.01749307739648122,-0.021179895562674845,-0.004054209864675022,0.010261577150616305,-0.013811451023551947,-0.007025488452628273,-0.013012537125052407,0.23862023867479917,0.2507807273854509,0.2410030844466937,0.2478929337458499,0.24327793067226236,0.24431194963173206,0.25954294329600897,0.2347846875761456,0.26011903940937414,0.25036246044896276,0.24571151567951816,0.22627640622026382,middle,spn
1,0.17755189603124788,0.19105844445921366,0.09430273008963791,0.08552078545917426,0.1286615568691909,-0.10789037040668213,-0.020737652332137934,0.07620440954258567,-0.38906697871933743,-0.3577484599938059,-0.16885633360476496,0.17960335660590387,0.25359020073826677,0.1543859619069518,0.21346815044383252,0.16291868716269942,0.1896822866431398,0.21641566083883487,0.20053897532134524,0.16862769924879015,0.2653433734716455,0.20244609669952687,0.19160307111991617,0.14900303526633402,middle,w
2,0.14626782869606464,-0.18518330391785937,0.10937848984501233,-0.2607364191886133,0.12255791915419326,-0.3878244129579754,0.12415685543614692,-0.3683362568524099,0.029691100656363108,-0.059499673981012566,0.16630717885290178,-0.22694462253792008,0.18890136659187853,0.128556767485498,0.1795657984904815,0.10338139229933742,0.16230894905423687,0.17052378842615948,0.17157396853679116,0.18516397773045684,0.2294687414234667,0.2106013919895718,0.18516126141594177,0.20800347596526236,middle,aw
3,-0.16099991302090194,-0.04797353756203646,-0.09047575351658621,-0.05471171136468666,-0.06962871030970537,0.088358071226953,-0.30331894491458,0.2388434537600784,0.06027916207625309,0.18236657073565457,-0.1878139840800928,0.05307072842376709,0.10455696932075487,0.19181648794578782,0.09764409276867556,0.17644433202505969,0.08352018431798104,0.10314148036555401,0.15373317200901523,0.10825837101723546,0.20116143382273224,0.15619812680031223,0.14858514452204533,0.11985315840902813,middle,s
4,0.01758568465036989,0.13532149287174883,-0.026697667199453812,0.1855885344381844,-0.0831946798031451,0.15499273242778888,0.15789022130545427,-0.03471398960338098,0.13606931550469828,0.05643669531025025,0.22334048616105567,-0.14173996988117515,0.14334052400754113,0.2141221584682952,0.1515652567027624,0.19339682299770822,0.11146697492935227,0.12034316860485318,0.18323494549150285,0.1375229264995137,0.16937593438064036,0.17497356736643746,0.17777960266914192,0.1414591039093905,middle,ʎ
5,-0.10551425826034701,-0.07140169104948389,-0.06028017050187283,-0.013683052347189221,-0.06922568384162915,0.11924859881559738,-0.040752025740254376,0.057149054648401004,0.03713700351271908,0.05884729860671151,-0.005774660943545262,0.014103514293690275,0.15685091463102413,0.21631485736170203,0.163463330916542,0.22847483870500634,0.1577683809788911,0.18130663607434358,0.21652015655330878,0.16741508823207618,0.20161432037384264,0.19428633596064251,0.21085946115000717,0.19219483142613528,middle,n
6,-0.08499226331512466,-0.060604370600184476,-0.04317924941533921,-0.0014192239409040294,-0.059705043647478216,0.10671989560903276,-0.008499600869944786,0.10795625626098394,0.015780421624752242,0.05615961741145124,0.011240163324260907,0.03376741522019153,0.1501890354260125,0.19418521592212265,0.146331812047526,0.19480362048918323,0.13554918983177078,0.15024573121968507,0.21508249796863813,0.16802945475398912,0.2304990012508316,0.18269066630742994,0.22176010676456964,0.19111964409913548,middle,d
7,-0.1775510253734099,-0.06384206395418057,-0.10685229324150126,0.0017738443740085276,-0.1106766434054914,0.1060280473444125,-0.2123783540992439,0.19285313654695255,0.027557926828501188,0.12931454567924708,-0.11330414499276359,0.03988165420810205,0.12793425692188196,0.16462792475095436,0.11772536529780644,0.15921410936258815,0.11293690985035502,0.10476086843016169,0.17220986252971068,0.14265363914286477,0.2521205729286047,0.1503838008408821,0.1817334269574822,0.1391064203614873,middle,tʰ
8,0.1521695468330769,0.04725871855224405,0.11555836875620781,-0.02340080902581421,0.14627669389825323,-0.16323517116852362,0.08926756325889099,-0.07299193146254244,-0.2500279652386464,-0.15049489610686534,-0.05080007112119352,0.011341839459763048,0.16398467616944484,0.11843839850940809,0.15959427125590425,0.1477014998754604,0.15462345578693676,0.17586743741210387,0.19257326252143267,0.13602276472246624,0.20466976462706774,0.1384897298605164,0.15745437802081466,0.12344027811935554,middle,ɔj
9,-0.08507693197539856,0.07402749800177971,-0.09759745292696327,0.15932845395047177,-0.1354429674004653,0.06340180632363526,-0.02958596512627893,0.02063136268473732,-0.05621889941579248,-0.48176323613368843,-0.1177240124234316,0.14915244241948997,0.13556780790754994,0.17893335966886104,0.1487563729215235,0.17660181091629948,0.13711183693457552,0.1258797533849913,0.19228001977110684,0.0990855342463113,0.20507245972435567,0.16753922336400454,0.16715370847496355,0.1369949004981159,middle,bʲ
